PersPerOccupHous,PctHousOwnOcc,MalePctDivorce,FamInc,PctRecImmig8,NormPopulation,Rent,PctPopUnderPov,PctLess9thGrade,PctUnemployed,NumStreet,ViolentCrimesPerPop
0.31,0.58,0.46,Low,0.02,0,Low,0.43,0.49,0.42,0,8
0.55,0.68,0.39,Medium,0.05,0.04,Medium,0.1,0.18,0.18,0,18
0.53,0.5,0.35,Medium,0.1,0.01,Medium,0.37,0.29,0.53,0,18
0.68,0.36,0.38,Low,1,0.04,Medium,0.4,0.51,0.38,0,35
0.6,0.66,0.41,Medium,0.08,0.05,Medium,0.1,0.14,0.25,0,8
0.46,0.55,0.54,Medium,0.1,0.04,Low,0.19,0.11,0.32,0,36
0.56,0.8,0.14,High,0.25,0.03,High,0.03,0.13,0.13,0,5
0.29,0.12,0.88,Low,0.28,0.04,Low,0.66,0.55,0.65,0.05,101
0.49,0.56,0.52,Low,0.1,0.01,Low,0.58,0.42,0.43,0,49
0.54,0.86,0.13,Medium,0.09,0.06,Medium,0.07,0.15,0.12,0,4
0.86,0.24,0.1,Low,0.29,0.12,Low,0.79,0.08,0.35,0.02,8
0.59,0.72,0.23,Medium,0.04,0.03,Medium,0.06,0.08,0.1,0,6
0.39,0.46,0.47,Medium,0.21,0.07,Medium,0.15,0.29,0.32,0,13
0.67,0.59,0.32,Medium,0.01,0,Low,0.17,0.1,0.31,0,5
0.54,0.81,0.27,Medium,0.05,0.11,Medium,0.12,0.24,0.29,0,9
0.53,0.88,0.51,Medium,0.02,0,Low,0.12,0.31,0.2,0,11
0.81,0.34,0.24,Medium,0.11,0,Medium,0.09,0.02,0.03,0,1
0.44,0.62,0.35,Low,0.02,0.04,Low,0.15,0.25,0.34,0,5
0.38,0.54,0.51,Low,0.03,0.01,Low,0.25,0.3,0.24,0,3
0.37,0.47,0.48,Low,0.07,0.14,Low,0.35,0.31,0.32,0,19
0.17,0.36,0.7,Medium,0.39,0.81,Low,0.32,0.17,0.28,0.85,59
0.4,0.43,0.49,Low,0.16,0.08,Low,0.51,0.41,0.34,0,9
0.47,0.65,0.23,Medium,0.29,0,Medium,0.05,0.21,0.25,0,5
0.31,0.14,0.05,Low,0.58,0.02,Low,0.93,0.04,0.28,0,10
0.36,0.72,0.38,Medium,0.07,0,Medium,0.05,0.19,0.14,0,7
0.34,0.48,0.47,Low,0.08,0.02,Low,0.33,0.22,0.36,0,9
0.32,0.47,0.32,Low,0.02,0.02,Low,0.32,0.49,0.18,0,9
0.61,0.75,0.41,Medium,0.03,0.01,Low,0.09,0.16,0.28,0,11
1,0.62,0.12,Low,0.1,0.09,Low,0.23,0.08,0.24,0,4
0.33,0.44,0.36,Low,0.06,0.01,Low,0.48,0.33,0.43,0,29
0.49,0.65,0.32,Medium,0.18,0.06,Medium,0.11,0.31,0.31,0,7
0.51,0.71,0.23,Medium,0.15,0.01,Medium,0.09,0.28,0.33,0,5
0.33,0.56,0.72,Low,0.01,0.01,Low,0.42,0.32,0.65,0.01,4
0.67,0.75,0.35,Medium,0.01,0,Low,0.09,0.14,0.24,0,8
0.46,0.55,0.44,Low,0.08,0.02,Low,0.39,0.35,0.32,0,42
0.41,0.63,0.55,Low,0.03,0.02,Low,0.16,0.31,0.41,0,23
0.38,0.42,0.75,Low,0.05,0.41,Low,0.66,0.36,0.62,0.53,101
0.52,0.5,0.49,Low,0.15,0,Low,0.27,0.26,0.24,0,11
0.45,0.58,0.6,Low,0.12,0.02,Low,0.17,0.24,0.33,0,7
0.37,0.59,0.6,Low,0.08,0.15,Low,0.37,0.31,0.51,0.01,46
0.38,0.47,0.59,Low,0.02,0.16,Low,0.51,0.3,0.59,0,33
0.75,0.58,0.41,Low,0.21,0.01,Low,0.9,1,0.95,0,15
0.29,0.03,0.05,Low,0.47,0.07,Low,1,0.08,0.36,0,10
0.46,0.77,0.35,Medium,0.02,0.07,Medium,0.07,0.27,0.17,0,8
0.38,0.48,0.67,Low,0.02,0.03,Low,0.58,0.31,0.54,0.01,61
0.15,0.29,0.73,Medium,0.24,0.03,Medium,0.16,0.19,0.2,0.02,19
0.53,0.46,0.36,Medium,0.01,0.01,Low,0.07,0.19,0.11,0,4
0.64,0.71,0.33,Medium,0.09,0.02,High,0.06,0.17,0.42,0,5
0.37,0.34,0.66,Low,0.47,0.01,Low,0.49,0.47,0.29,0,52
0.61,0.92,0.16,High,0.35,0.02,High,0.06,0.06,0.12,0,84
0.47,0.76,0.26,High,0.12,0.03,Medium,0.05,0.11,0.12,0,3
0.6,0.71,0.57,Low,0.02,0.01,Low,0.31,0.11,0.68,0,9
0.54,0.53,0.45,Medium,0.65,0.02,Medium,0.21,0.27,0.31,0,27
0.36,0.56,0.52,Medium,0.02,0.01,Low,0.24,0.2,0.18,0,24
0.37,0.46,0.67,Low,0.14,0.11,Low,0.51,0.55,0.57,0,50
0.81,0.83,0.2,Medium,0.03,0.01,Low,0.16,0.21,0.1,0,4
0.53,0.81,0.17,Medium,0.07,0.02,High,0.05,0.15,0.1,0,5
0.32,0.44,0.48,Low,0.06,0,Low,0.49,0.18,0.4,0,16
0.55,0.13,0.52,Low,1,0.16,Medium,0.42,0.7,0.67,0.1,55
0.36,0.52,0.31,Low,0.1,0,Low,0.45,0.7,0.26,0,32
0.84,0.62,0.31,Medium,0.37,0.08,Medium,0.18,0.39,0.33,0,40
0.36,0.59,0.53,Low,0.1,0,Low,0.36,0.41,0.44,0,44
0.91,0.7,0.4,Medium,0.31,0.17,Medium,0.21,0.19,0.47,0,51
0.51,0.7,0.28,Medium,0.04,0.01,Low,0.08,0.09,0.24,0,4
0.67,0.97,0.01,High,0.94,0,High,0.09,0.05,0.12,0,9
0.6,0.24,0.28,Low,0.23,0.01,Low,0.21,0.14,0.31,0,5
0.51,0.36,0.37,Low,0.13,0.03,Low,0.31,0.16,0.41,0,23
0.5,0.34,0.67,Low,0.41,0.03,Low,0.49,0.46,0.35,0,59
0.75,0.97,0.16,High,0.09,0,Medium,0.02,0.07,0.14,0,2
0.34,0.58,0.61,Low,0.03,0.03,Low,0.29,0.23,0.4,0,11
1,0.46,0.28,Low,0.58,0.14,Low,1,1,1,0.01,40
0.33,0.48,0.51,Medium,0.03,0.01,Medium,0.13,0.32,0.19,0,10
0.25,0.21,0.67,Low,0.1,0.01,Medium,0.32,0.39,0.16,0.14,19
0,0.6,0.66,Low,0.42,0.03,Medium,0.42,0.38,0.47,0,81
0.32,0.49,0.66,Low,0.02,0.07,Low,0.47,0.38,0.58,0,101
0.42,0.31,0.62,Low,0.11,0.99,Low,0.59,0.33,0.59,0.12,41
0.4,0.44,0.57,Low,0.12,0,Low,0.55,0.43,0.51,0,6
0.84,0.65,0.45,Low,0.35,0,Low,0.51,0.88,0.54,0,22
0.65,0.52,0.48,Low,0.34,0.01,Low,0.51,0.63,0.69,0,69
0.81,0.53,0.6,Low,0.29,0.01,Low,0.75,0.96,0.76,0.08,33
0.36,0.65,0.5,Low,0.12,0.01,Low,0.22,0.26,0.36,0,21
0.59,0.5,0.85,Low,0.09,0.01,Low,0.62,0.47,0.72,0,63
0.45,0.41,0.55,Low,0.02,0.06,Low,0.48,0.47,0.34,0,54
0.28,0.43,0.56,High,0.39,0.03,High,0.16,0.17,0.15,0.04,26
0.42,0.4,0.77,Low,0.3,0.04,Low,0.78,0.63,0.86,0.06,101
0.48,0.38,0.53,Low,0.25,0.02,Medium,0.36,0.42,0.41,0,21
0.26,0.51,0.58,Low,0.03,0.01,Low,0.27,0.62,0.21,0,22
0.45,0.36,0.78,Low,0.08,1,Low,0.58,0.51,0.61,0.89,101
0.51,0.63,0.4,Medium,0.08,0.02,Medium,0.1,0.17,0.22,0,11
0.38,0.81,0.41,Low,0.04,0,Medium,0.17,0.24,0.34,0,15
0.48,0.61,0.53,Low,0.02,0,Low,0.19,0.32,0.24,0,2
0.41,0.23,0.26,Medium,0.68,0,Medium,0.22,0.61,0.49,0,14
0.54,0.83,0.27,Medium,0.03,0.01,High,0.11,0.05,0.24,0,23
0.43,0.69,0.51,Low,0.15,0.01,Low,0.39,0.44,0.47,0,11
0.36,0.52,0.69,Low,0.03,0.03,Low,0.65,0.48,0.79,0.02,101
0.36,0.26,0.37,Medium,0.26,0.04,Medium,0.24,0.32,0.49,0,70
0.36,0.46,0.19,Medium,0.23,0.01,Medium,0.08,0.37,0.26,0,7
0.36,0.39,0.87,Low,0.01,0.05,Low,0.52,0.6,0.49,0,67
0.46,0.75,0.26,Medium,0.04,0.01,Medium,0.05,0.16,0.1,0,4
0.49,0.43,0.74,Low,0.05,0.01,Low,0.33,0.31,0.33,0,17
0.59,0.82,0.26,Medium,0.02,0.01,Medium,0.05,0.06,0.25,0,1
0.32,0.41,0.57,Low,0.01,0.03,Low,0.52,0.63,0.48,0.01,77
0.49,0.56,0.41,Low,0.12,0.03,Low,0.39,0.62,0.36,0.03,72
0.53,0.49,0.48,Low,0.48,0.19,Medium,0.26,0.25,0.43,1,43
0.41,0.53,0.37,Medium,0.04,0.02,Medium,0.16,0.29,0.47,0,4
0.4,0.4,0.75,Low,0.37,0.58,Medium,0.45,0.35,0.49,0.61,54
0.38,0.69,0.33,Medium,0.08,0,Medium,0.11,0.24,0.04,0,7
0.38,0.48,0.67,Low,0.01,0.05,Low,0.74,0.45,0.63,0.06,19
0.53,0.76,0.56,Medium,0.05,0,Medium,0.09,0.14,0.24,0,5
0.44,0.51,0.36,Medium,0.26,0,Medium,0.09,0.43,0.22,0,11
0.43,0.43,0.43,Low,0.06,0.06,Low,0.31,0.31,0.35,0,7
0.32,0.59,0.64,Medium,0.09,0.01,High,0.06,0.18,0.08,0,5
0.56,0.52,0.46,Medium,0.81,0.43,Medium,0.14,0.25,0.24,0.28,17
0.2,0.38,0.87,Low,0.08,0.03,Low,0.57,0.28,0.56,0.07,25
0.57,0.66,0.48,Medium,0.25,0.01,Medium,0.1,0.18,0.23,0,21
0.39,0.53,0.57,Low,0.02,0.03,Low,0.37,0.54,0.36,0,36
0.37,0.61,0.63,Low,0,0.01,Low,0.5,0.72,0.44,0,5
0.34,0.55,0.56,Medium,0.02,0.01,Low,0.09,0.26,0.24,0,6
0.33,0.27,0.83,Low,0.17,0.08,Low,0.64,0.47,0.59,0.08,73
0.41,0.58,0.45,Low,0.02,0.01,Low,0.37,0.48,0.32,0,7
0.41,0.5,0.48,Low,0.01,0,Low,0.44,0.46,0.45,0,63
0.54,0.14,0.62,Low,0.58,0.08,Medium,0.32,0.37,0.67,0.06,101
0.61,0.76,0.11,High,0.43,0.02,High,0.04,0.08,0.14,0,4
0.37,0.66,0.27,Medium,0.06,0.02,Medium,0.08,0.07,0.09,0,6
0.5,0.52,0.62,Low,0.01,0,Low,0.71,0.74,0.57,0,64
0.34,0.59,0.38,Low,0.09,0.04,Low,0.27,0.44,0.35,0,6
0.37,0.56,0.64,Low,0.02,0.03,Low,0.3,0.7,0.35,0,21
0.33,0.5,0.66,Low,0.02,0.05,Low,0.54,0.36,0.56,0,8
0.37,0.33,0.59,Low,0.13,0.15,Low,0.76,0.45,0.55,0.01,65
0.86,0.63,0.26,Low,0.02,0.01,Low,0.34,0.08,0.25,0,11
0.34,0.71,0.5,Medium,0.01,0.03,Low,0.11,0.15,0.2,0,12
0.59,0.23,0.72,Low,0.79,0.03,Low,0.8,0.79,0.45,0.01,101
0.4,0.52,0.62,Low,0.03,0,Low,0.23,0.67,0.38,0,8
0.74,0.86,0.27,Medium,0.05,0.02,High,0.04,0.07,0.3,0,3
0.5,0.39,0.63,Low,0.02,0,Low,0.63,0.83,0.8,0,56
0.59,0.86,0.2,Medium,0.07,0.04,Medium,0.08,0.13,0.14,0,5
1,0.36,0.36,Low,0.83,0,Medium,0.46,1,0.79,0,101
0.56,0.69,0.38,Medium,0.03,0.06,Medium,0.14,0.14,0.45,0.01,38
0.28,0.48,0.76,Low,0.08,0.27,Low,0.46,0.19,0.53,0.13,34
0.27,0.59,0.77,Low,0.03,0,Low,0.5,0.39,0.61,0,10
0.53,0.71,0.19,High,0.21,0.01,Medium,0.07,0.11,0.18,0,29
0.42,0.57,0.36,Medium,0.71,0.02,High,0.13,0.21,0.15,0,13
0.41,0.79,0.38,Low,0.03,0.03,Low,0.14,0.27,0.36,0,16
0.51,0.64,0.43,Medium,0.02,0,Low,0.1,0.36,0.31,0,4
0.33,0.32,0.88,Low,0.16,0.1,Medium,0.31,0.2,0.39,0.02,23
1,0.88,0.18,Medium,0.04,0.1,Medium,0.1,0.03,0.17,0,6
0.34,0.4,0.68,Low,0.06,0.03,Low,0.49,0.61,0.47,0,79
0.28,0.4,0.71,Low,0.08,0.03,Low,0.29,0.39,0.22,0,47
0.46,0.5,0.76,Low,0.02,0.01,Low,0.67,0.63,0.55,0,35
0.31,0.47,0.81,Low,0.08,0.01,Low,0.48,0.31,0.75,0,23
0.45,0.52,0.59,Low,0.05,0.04,Low,0.46,0.28,0.55,0,15
0.74,0.45,0.26,Low,1,0.08,Medium,0.43,0.56,0.38,0,38
0.37,0.55,0.29,Low,0.02,0.01,Low,0.2,0.47,0.27,0,7
0.35,0.51,0.7,Low,0.08,0.01,Low,0.52,0.86,0.38,0,25
0.42,0.76,0.56,Low,0.01,0.01,Medium,0.26,0.27,0.22,0,41
0.67,0.56,0.44,Medium,0.33,0.03,Medium,0.12,0.14,0.24,0,23
0.24,0.44,0.7,Low,0.02,0.03,Low,0.63,0.5,0.48,0,70
0.38,0.32,0.68,Medium,0.24,0.05,Low,0.13,0.13,0.22,0,12
0.64,0.85,0.14,High,0.15,0.04,Medium,0.08,0.15,0.16,0,3
0.31,0.25,0.59,Low,0.32,0.73,Low,0.47,0.27,0.39,0.14,26
0.37,0.54,0.47,Medium,0.08,0.04,Low,0.19,0.1,0.29,0.01,11
0.36,0.4,0.5,Low,0.13,0.03,Low,0.4,0.28,0.4,0,6
0.33,0.48,0.7,Low,0.02,0.02,Low,0.53,0.83,0.51,0,17
0.46,0.72,0.42,Medium,0.01,0.01,Medium,0.15,0.3,0.18,0,5
0.68,0.94,0.16,High,0.16,0,High,0.02,0.18,0.13,0,2
0.4,0.45,0.63,Low,0.03,0.02,Low,0.89,0.55,0.61,0,30
0.68,0.92,0.15,High,0.14,0.01,Medium,0.02,0.04,0.1,0,11
0.6,0.84,0.16,High,0.15,0.06,Medium,0.04,0.2,0.2,0,6
0.63,0.34,0.65,Low,0.87,0.02,Low,0.88,0.85,0.79,0.03,37
0.5,0.57,0.56,Low,0.47,0,Low,0.91,0.88,1,0,23
0.42,0.54,0.42,Medium,0.32,0.11,Medium,0.12,0.27,0.26,0.02,18
0.39,0.51,0.7,Low,0.01,0.06,Low,0.4,0.35,0.51,0,16
0.51,0.74,0.28,Medium,0.09,0.01,Medium,0.09,0.54,0.27,0,15
0.63,0.41,0.72,Low,0.57,0.25,Medium,0.6,0.43,0.73,0.31,101
0.49,0.53,0.31,Medium,0.1,0.04,Medium,0.12,0.14,0.34,0,11
0.38,0.51,0.49,Low,0.06,0.06,Low,0.43,0.45,0.29,0,25
0.43,0.61,0.27,Medium,0.23,0.03,Medium,0.12,0.27,0.3,0,13
0.44,0.39,0.23,Medium,0.07,0,Low,0.38,0.27,0.39,0,5
0.42,0.55,0.67,Low,0.04,0.07,Low,0.29,0.17,0.41,0,22
0.23,0.38,0.66,Low,0.09,0.25,Low,0.55,0.43,0.45,0.3,71
0.51,0.53,0.57,Low,0.01,0.1,Low,0.52,0.39,0.62,0.01,14
0.34,0.34,0.55,Medium,0.3,0.07,Medium,0.16,0.09,0.19,0,14
0.68,0.47,0.65,Low,0.21,0,Low,0.64,0.74,0.64,0,25
0.37,0.51,0.41,Low,0.08,0,Low,0.33,0.44,0.38,0,5
0.66,0.7,0.46,Low,0.04,0.05,Low,0.2,0.14,0.25,0,15
0.46,0.54,0.54,Low,0.07,0.11,Low,0.33,0.31,0.5,0,23
0.33,0.51,0.65,Low,0.03,0.02,Low,0.52,0.37,0.73,0,18
0.37,0.48,0.6,Medium,0.3,0.17,Medium,0.21,0.17,0.26,0.08,23
0.35,0.67,0.4,Medium,0.06,0.04,Low,0.28,0.21,0.26,0,22
0.48,0.66,0.31,Medium,0.09,0,Medium,0.02,0.07,0.14,0,4
0.43,0.42,0.35,Medium,0.31,0.04,Medium,0.12,0.37,0.3,0,21
0.36,0.49,0.42,Low,0.01,0.02,Low,0.38,0.39,0.41,0,10
0.57,0.6,0.54,Low,0.22,0.01,Low,0.34,0.42,0.53,0,12
0.32,0.54,0.41,Low,0.01,0,Low,0.25,0.21,0.04,0,1
0.34,0.74,0.39,Medium,0.22,0.09,Medium,0.12,0.17,0.17,0,14
0.42,0.48,0.42,Medium,0.13,0.05,Medium,0.18,0.36,0.45,0,18
0.33,0.33,0.63,Low,0.14,1,Low,0.45,0.19,0.36,0.01,47
0.42,0.59,0.48,Low,0.01,0,Low,0.5,0.63,0.43,0,25
0.35,0.41,0.48,Low,0.03,0.03,Low,0.36,0.36,0.59,0,9
0.38,0.48,0.66,Low,0.14,0.6,Low,0.36,0.2,0.39,0.26,67
0.47,0.42,0.59,Low,0.02,0.01,Low,0.84,0.6,0.72,0,26
0.38,0.41,0.59,Low,0.04,0,Low,0.43,0.3,0.7,0,8
1,0.65,0.43,Low,0.64,0.08,Medium,0.3,0.76,0.55,0,57
0.38,0.5,0.41,Medium,0.13,0,Medium,0.18,0.49,0.3,0,1
0.42,0.56,0.28,Medium,0.24,0,High,0.05,0.25,0.18,0,5
0.47,0.56,0.45,Low,0.01,0.04,Low,0.2,0.21,0.29,0,16
0.4,0.52,0.64,Low,0.07,0.52,Low,0.5,0.29,0.67,0.03,42
0.68,0.67,0.41,Medium,0.21,0.02,High,0.11,0.2,0.19,0,21
0.3,0.52,0.35,Low,0.02,0,Low,0.31,0.58,0.48,0,7
0.44,0.47,0.62,Low,0.1,0.01,Low,0.19,0.24,0.12,0,21
0.52,0.55,0.33,Medium,0.01,0.02,Low,0.1,0.34,0.16,0,6
0.48,0.52,0.52,Medium,0.1,0,Medium,0.12,0.3,0.25,0,19
0.43,0.56,0.27,Medium,0.17,0.01,Medium,0.09,0.42,0.25,0,8
0.31,0.39,0.63,Low,0.03,0.01,Low,0.62,0.45,0.32,0,92
0.5,0.51,0.47,Medium,0.14,0.08,Medium,0.13,0.16,0.28,0,16
0.67,0.64,0.41,Medium,0.37,0.05,High,0.1,0.11,0.25,0,14
0.3,0.5,0.39,Medium,0.13,0.01,Medium,0.15,0.35,0.15,0,4
0.55,0.71,0.18,High,0.03,0.01,Medium,0.05,0.11,0.29,0,6
0.57,0,0.62,Low,1,0.08,Medium,0.48,0.98,0.74,0.06,37
0.87,0.58,0.46,Low,0.55,0.01,Medium,0.27,0.49,0.57,0,87
0.51,0.66,0.24,Medium,0.53,0.01,Medium,0.17,0.7,0.34,0,12
0.51,0.7,0.34,Medium,0.02,0.03,Medium,0.08,0.26,0.22,0,19
0.35,0.54,0.38,Medium,0.05,0.03,Medium,0.07,0.04,0.12,0,7
0.31,0.32,0.53,Low,0.04,0.01,Low,0.34,0.53,0.45,0,29
0.45,0.67,0.32,Medium,0.05,0.02,Medium,0.06,0.02,0.07,0,2
0.44,0.39,0.48,Low,0.22,0.01,Low,0.41,0.34,0.38,0,6
0.97,0.77,0.43,Medium,0.64,0.12,Medium,0.17,0.44,0.46,0,53
0.42,0.48,0.38,Medium,0.52,0.16,High,0.15,0.24,0.29,0.04,22
0.46,0.56,0.34,Medium,0.3,0.02,Medium,0.06,0.1,0.16,0,5
0.36,0.41,0.59,Low,0.01,0.02,Low,0.67,0.66,0.53,0,56
0.47,0.56,0.48,Low,0.06,0.02,Low,0.27,0.44,0.45,0,2
0.36,0.5,0.64,Low,0.12,0.47,Low,0.32,0.19,0.35,0,37
0.27,0.19,0.56,Medium,0.48,0.04,Medium,0.16,0.16,0.07,0.02,37
0.31,0.49,0.48,High,0.29,0.02,Medium,0.11,0.07,0.16,0,8
0.33,0.02,0.89,Low,0.34,0.01,Medium,0.62,0.38,0.82,0,86
0.38,0.6,0.43,Medium,0.02,0,Low,0.11,0.11,0.09,0,9
0.45,0.63,0.2,Medium,0.34,0.05,Medium,0.1,0.22,0.21,0,13
0.32,0.52,0.44,Low,0.02,0.04,Low,0.49,0.47,0.44,0,26
0.57,0.24,0.51,Low,1,1,Medium,0.5,0.63,0.55,1,101
0.34,0.52,0.38,Low,0.06,0.04,Low,0.37,0.34,0.34,0,5
0.35,0.45,0.56,Low,0.04,0.03,Low,0.46,0.64,0.33,0,37
0.58,0.67,0.45,Medium,0.32,0.1,High,0.12,0.18,0.23,0,42
0.59,0.47,0.6,Low,0.08,0.4,Low,0.53,0.52,0.54,0.03,34
0.37,0.61,0.67,Low,0.03,0.02,Low,0.4,0.46,0.46,0,34
0.79,0.86,0.29,High,0.72,0.07,High,0.08,0.08,0.17,0,20
0.34,0.7,0.46,Medium,0.11,0.02,Medium,0.11,0.08,0.1,0,15
0.38,0.6,0.4,Medium,0.09,0.11,Medium,0.16,0.29,0.36,0,8
0.27,0.1,0.15,Low,0.5,0.03,Medium,1,0.16,0.28,0,16
0.36,0.56,0.35,Medium,0.09,0.02,Medium,0.12,0.29,0.22,0,9
0.4,0.74,0.15,Medium,0.14,0.01,Medium,0.06,0.11,0.26,0,11
0.28,0.63,0.5,Medium,0.08,0.01,Medium,0.08,0.17,0.07,0,5
0.58,0.8,0.17,Medium,0.03,0.02,Medium,0.04,0.08,0.3,0,5
0.33,0.51,0.57,Low,0.08,0.05,Low,0.22,0.23,0.23,0.04,9
0.44,0.48,0.35,Medium,0.1,0.01,Medium,0.19,0.38,0.48,0,15
0.63,0.89,0.26,Medium,0.07,0,High,0.13,0.2,0.32,0,5
0.5,0.74,0.15,High,0.19,0,Medium,0.06,0.23,0.14,0,17
0.37,0.61,0.54,Low,0.02,0.01,Low,0.51,0.44,0.63,0,28
0.33,0.45,0.58,Low,0.02,0.01,Low,0.45,0.38,0.66,0,14
0.55,0.84,0.21,Medium,0.15,0.1,Medium,0.05,0.13,0.14,0,10
0.43,0.67,0.38,Medium,0.04,0.01,Medium,0.11,0.3,0.26,0,10
0.51,0.34,0.63,Low,0.02,0.11,Low,0.73,0.48,0.74,0,57
0.98,0.59,0.24,Low,0.36,0,Low,1,1,1,0,53
0.39,0.59,0.34,Medium,0.24,0.11,Medium,0.17,0.21,0.27,0.04,13
0.29,0.32,0.34,Low,0.16,0.03,Low,0.56,0.12,0.27,0,13
0.34,0.57,0.64,Low,0.03,0.01,Low,0.89,0.4,0.73,0,42
0.34,0.28,0.84,Low,0.09,0.07,Low,0.72,0.35,0.7,0.01,88
0.72,0.91,0.11,High,0.09,0.04,Medium,0.01,0.01,0.07,0,2
0.55,0.74,0.26,Medium,0.15,0,Medium,0.06,0.28,0.19,0,7
0.55,0.89,0.2,Medium,0.05,0.02,Medium,0.05,0.2,0.18,0,4
0.4,0.61,0.5,Low,0,0.03,Low,0.38,0.32,0.6,0,12
0.34,0.4,0.39,Medium,0.61,0.06,Medium,0.19,0.27,0.29,0.01,16
0.43,0.5,0.44,Medium,0.1,0.07,Medium,0.22,0.29,0.45,0,25
0.37,0.46,0.81,Low,0.07,0.05,Low,0.32,0.29,0.29,0.02,22
0.35,0.45,0.31,Low,0.06,0,Low,0.81,0.54,0.48,0,4
0.42,0.09,0.46,Low,0.82,1,Medium,0.51,0.48,0.6,1,88
0.5,0.34,0.63,Medium,0.7,0.04,Medium,0.32,0.32,0.38,0,40
0.25,0.43,0.61,Low,0.06,0,Low,0.36,0.27,0.43,0,24
0.25,0.47,0.47,High,0.59,0.07,High,0.11,0.06,0.08,0.03,11
0.45,0.46,0.88,Low,0.08,0.04,Low,0.43,0.32,0.35,0.04,60
0.52,0.62,0.46,Medium,0.03,0.01,Low,0.13,0.18,0.12,0,25
0.34,0.65,0.48,Low,0.01,0,Low,0.53,0.42,0.34,0,14
0.54,0.66,0.51,Low,0.03,0.03,Low,0.2,0.27,0.38,0,12
0.35,0.48,0.47,Low,0.04,0.02,Low,0.44,0.49,0.56,0,60
0.64,0.88,0.17,High,0.08,0.02,High,0.03,0.03,0.13,0,2
0.53,0.52,0.5,Medium,0.4,0.09,Medium,0.19,0.19,0.3,0.07,42
0.36,0.33,0.59,Low,0.02,0.04,Low,0.56,0.28,0.64,0,14
0.38,0.61,0.6,Low,0.03,0.16,Low,0.24,0.23,0.32,0,25
0.31,0.33,0.45,Medium,0.24,0.05,Medium,0.3,0.28,0.46,0.01,11
0.38,0.38,0.7,Low,0.13,0,Low,0.54,0.29,0.67,0.01,41
0.36,0.39,0.58,Low,0.01,0.01,Low,0.28,0.22,0.35,0,83
0.48,0.74,0.28,Medium,0.02,0.01,Low,0.13,0.18,0.31,0,10
0.41,0.48,0.47,Low,0.05,0.07,Low,0.35,0.22,0.3,0.01,19
0.44,0.54,0.62,Low,0.02,0.01,Low,0.55,0.74,0.62,0,17
0.55,0.8,0.22,High,0.62,0.05,High,0.07,0.05,0.08,0,14
0.3,0.24,0.47,Low,0.08,0.01,Low,0.56,0.6,0.48,0.5,34
0.39,0.48,0.32,Low,0.19,0.07,Low,0.5,0.25,0.36,0.01,7
0.46,0.53,0.47,Medium,0.03,0,Medium,0.12,0.18,0.32,0,11
0.39,0.5,0.35,Medium,0.07,0.05,Medium,0.16,0.13,0.32,0,5
0.7,0.31,0.53,Low,0.63,0.07,Low,0.67,0.59,0.67,0,24
0.37,0.57,0.61,Low,0.02,0.06,Low,0.26,0.18,0.38,0,9
0.45,0.83,0.33,Low,0.03,0.01,Medium,0.19,0.26,0.38,0,11
0.38,0.52,0.37,Low,0.06,0.02,Medium,0.19,0.19,0.2,0,2
0.26,0.51,0.55,Low,0.06,0.01,Low,0.39,0.43,0.41,0,11
0.33,0.71,0.3,Medium,0.18,0.01,Medium,0.1,0.32,0.1,0,18
0.59,0.49,0.83,Low,0.01,0.17,Low,0.79,0.4,1,0.05,90
0.55,0.39,0.74,Low,0.22,0.13,Low,0.47,0.57,0.74,0.02,86
0.34,0.54,0.58,Low,0.05,0.01,Low,0.29,0.48,0.27,0,15
0.67,0.75,0.64,Low,0.01,0.01,Low,0.6,0.46,1,0,33
0.31,0.49,0.51,Low,0,0,Low,0.66,1,0.6,0,4
0.36,0.48,0.52,Medium,0.13,0.03,Medium,0.11,0.09,0.21,0,10
0.83,0.55,0.21,Low,0.3,0.02,Low,0.95,1,1,0,21
0.55,0.42,0.47,Medium,0.32,0.13,Medium,0.35,0.26,0.61,0.02,55
0.27,0.71,0.41,Medium,0.38,0.08,Medium,0.13,0.12,0.15,0,16
0.36,0.49,0.5,Low,0.05,0.14,Low,0.22,0.27,0.13,0.04,19
0.86,0.5,0.25,Low,0.67,0,Low,0.6,1,1,0,25
0.43,0.03,0.69,Low,0.44,0.21,Medium,0.73,0.62,0.73,0.06,95
0.54,0.73,0.38,Low,0.02,0,Low,0.18,0.32,0.24,0,66
0.82,0.73,0.19,Medium,0.03,0.04,Low,0.12,0.05,0.18,0,7
0.66,0.88,0.12,High,0.16,0.01,Medium,0.09,0.06,0.25,0,6
0.71,0.81,0.4,Low,0.13,0,Medium,0.19,0.37,0.3,0,27
1,0.67,0.27,Low,0.39,0,Low,1,1,1,0,13
0.45,0.69,0.14,Medium,0.33,0,High,0.05,0.18,0.13,0,4
0.64,0.38,0.56,Low,1,0.03,Medium,0.35,0.47,0.55,0,42
0.47,0.7,0.39,Low,0,0,Low,0.27,0.48,0.33,0,2
0.39,0.35,0.2,Low,0.12,0.01,Low,0.86,0.41,0.37,0,16
0.5,0.56,0.45,Medium,0.34,0.04,Medium,0.08,0.15,0.15,0,16
0.57,0.91,0.25,Medium,0.05,0.02,High,0.02,0.12,0.08,0,5
0.38,0.69,0.38,Medium,0.05,0.01,Medium,0.07,0.29,0.09,0,4
