Transaction Date,Post Date,Description,Category,Type,Amount,Memo
02/11/2022,02/14/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
02/11/2022,02/13/2022,WHOLEFDS TAN 10327,Groceries,Sale,-42.15,
02/12/2022,02/13/2022,PP*BLACKROCKCOFFEE001,Groceries,Sale,-8.10,
02/10/2022,02/11/2022,SPACE AGE#23,Gas,Sale,-55.85,
02/09/2022,02/11/2022,TARGET        00009100,Shopping,Sale,-46.10,
02/11/2022,02/11/2022,Payment Thank You-Mobile,,Payment,152.99,
02/09/2022,02/11/2022,SAFEWAY #1230,Groceries,Sale,-9.48,
02/09/2022,02/10/2022,APPLE.COM/BILL,Shopping,Sale,-2.99,
02/08/2022,02/09/2022,BASSITT'S SERVICE,Gas,Sale,-150.00,
02/08/2022,02/08/2022,Payment Thank You-Mobile,,Payment,143.33,
02/04/2022,02/07/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
02/06/2022,02/07/2022,VERTIGO BREWING,Food & Drink,Sale,-34.20,
02/07/2022,02/07/2022,CHIPOTLE ONLINE,Food & Drink,Sale,-39.38,
02/06/2022,02/06/2022,UBER *EATS HELP.UBER.COM,Food & Drink,Sale,-39.75,
02/05/2022,02/06/2022,Payment Thank You-Mobile,,Payment,748.68,
02/03/2022,02/04/2022,Peacock X7155 Premium,Bills & Utilities,Sale,-4.99,
02/02/2022,02/04/2022,QDOBA 2244,Food & Drink,Sale,-15.29,
02/02/2022,02/03/2022,WHOLEFDS TAN 10327,Groceries,Sale,-45.66,
01/31/2022,02/02/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
02/01/2022,02/02/2022,WHOLEFDS TAN 10327,Groceries,Sale,-14.47,
02/02/2022,02/02/2022,LYFT   RIDE MON 5PM,Travel,Sale,-19.00,
01/31/2022,02/01/2022,TARGET        00009100,Shopping,Sale,-11.49,
01/31/2022,02/01/2022,NISSAN SUBARU CONV,Automotive,Sale,-474.75,
01/31/2022,01/31/2022,Payment Thank You-Mobile,,Payment,601.46,
01/29/2022,01/31/2022,BUY BUY BABY #3124,Home,Sale,-133.03,
01/27/2022,01/30/2022,STARBUCKS PS CMH,Food & Drink,Sale,-2.90,
01/28/2022,01/30/2022,0561-CLB TRAVELMART B,Shopping,Sale,-2.79,
01/29/2022,01/30/2022,CNP LAND-GRANT CONC B,Food & Drink,Sale,-24.23,
01/29/2022,01/30/2022,COSTCO WHSE #0009,Shopping,Sale,-18.92,
01/28/2022,01/30/2022,0553-CLB COLUMBUS MARK,Shopping,Sale,-4.99,
01/29/2022,01/30/2022,NEW SEASONS MARKET,Groceries,Sale,-131.06,
01/28/2022,01/30/2022,COLUMBUS AIRPORT VEND,Food & Drink,Sale,-2.50,
01/27/2022,01/30/2022,STARBUCKS CMH,Food & Drink,Sale,-7.90,
01/28/2022,01/30/2022,COLUMBUS AIRPORT VEND,Food & Drink,Sale,-2.50,
01/28/2022,01/30/2022,VendingCustomerService.co,Shopping,Sale,-3.50,
01/29/2022,01/30/2022,PDX AIRPORT PARKING,Travel,Sale,-54.00,
01/28/2022,01/30/2022,FIRST WATCH - 061,Food & Drink,Sale,-26.31,
01/27/2022,01/30/2022,LEVY RESTAURANTS @ COL,Food & Drink,Sale,-12.86,
01/27/2022,01/30/2022,LEVY RESTAURANTS @ COL,Food & Drink,Sale,-14.84,
01/29/2022,01/30/2022,SQ *THORNTON FAMILY COFFE,Food & Drink,Sale,-22.50,
01/27/2022,01/30/2022,0551-CLB SHORT NORTH M,Shopping,Sale,-9.83,
01/27/2022,01/28/2022,TST* Arch City Tavern,Food & Drink,Sale,-43.49,
01/27/2022,01/28/2022,SQ *LEVY @ COLUMBUS CREW,Food & Drink,Sale,-37.62,
01/27/2022,01/28/2022,SQ *LEVY @ COLUMBUS CREW,Food & Drink,Sale,-10.61,
01/26/2022,01/28/2022,UNITED      0169967933143,Travel,Sale,-47.00,
01/27/2022,01/28/2022,PARKCOLUMBUS.COM METER,Travel,Sale,-3.00,
01/27/2022,01/28/2022,TST* 4023 BAREBURGER - SH,Food & Drink,Sale,-43.06,
01/25/2022,01/26/2022,WHOLEFDS TAN 10327,Groceries,Sale,-38.96,
01/24/2022,01/26/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
01/25/2022,01/25/2022,Payment Thank You-Mobile,,Payment,436.88,
01/24/2022,01/25/2022,FRED MEYER 0482,Groceries,Sale,-6.09,
01/22/2022,01/24/2022,SCHMIZZA PUBLIC HOUSE,Food & Drink,Sale,-54.00,
01/23/2022,01/24/2022,OREGON MUS OF SCI &amp; IN,Shopping,Sale,-30.98,
01/23/2022,01/24/2022,OREGON MUSEUM SCIENCE,Gifts & Donations,Sale,-5.00,
01/23/2022,01/24/2022,SPACE AGE#23,Gas,Sale,-53.60,
01/21/2022,01/24/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
01/23/2022,01/23/2022,AIRBNB  HMTBSFZ4ZS,Travel,Sale,-110.36,
01/21/2022,01/23/2022,HEALTHY PAWS PET INSURAN,Bills & Utilities,Sale,-72.40,
01/21/2022,01/23/2022,FRED MEYER 0482,Groceries,Sale,-50.54,
01/18/2022,01/20/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
01/19/2022,01/19/2022,Payment Thank You-Mobile,,Payment,393.50,
01/18/2022,01/18/2022,CHIPOTLE ONLINE,Food & Drink,Sale,-17.65,
01/16/2022,01/17/2022,AMERIGAS PROPANE LP,Bills & Utilities,Sale,-17.92,
01/16/2022,01/17/2022,PEETS 16607,Food & Drink,Sale,-9.25,
01/16/2022,01/17/2022,FRED MEYER 0482,Groceries,Sale,-20.60,
01/15/2022,01/16/2022,COSTCO WHSE #0009,Shopping,Sale,-172.01,
01/14/2022,01/16/2022,WHOLEFDS TAN 10327,Groceries,Sale,-86.38,
01/13/2022,01/14/2022,APPLE.COM/BILL,Shopping,Sale,-9.99,
01/11/2022,01/13/2022,OHSU CHH2 CAFES,Food & Drink,Sale,-2.50,
01/12/2022,01/12/2022,Payment Thank You-Mobile,,Payment,290.31,
01/10/2022,01/12/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
01/11/2022,01/12/2022,LITTLE SLEEPIES,Shopping,Sale,-27.20,
01/10/2022,01/11/2022,USA*CSC TEP CO,Shopping,Sale,-2.00,
01/09/2022,01/11/2022,THE HOME DEPOT 4001,Home,Sale,-121.95,
01/09/2022,01/11/2022,BUY BUY BABY #3124,Home,Return,237.99,
01/09/2022,01/10/2022,WHOLEFDS TAN 10327,Groceries,Sale,-14.17,
01/09/2022,01/10/2022,FRED MEYER 0482,Groceries,Sale,-70.15,
01/09/2022,01/10/2022,APPLE.COM/BILL,Shopping,Sale,-2.99,
01/08/2022,01/10/2022,2LEVY AT OMZ,Food & Drink,Sale,-6.90,
01/08/2022,01/10/2022,BLU OLIVE,Food & Drink,Sale,-49.20,
01/08/2022,01/10/2022,MARKET OF CHOICE #2,Groceries,Sale,-42.26,
01/09/2022,01/09/2022,GOOGLE *YouTube Videos,Entertainment,Sale,-3.99,
01/08/2022,01/09/2022,OREGON ZOO,Shopping,Sale,-55.00,
01/07/2022,01/09/2022,FRED MEYER 0482,Groceries,Sale,-27.29,
01/06/2022,01/07/2022,UBER   EATS,Food & Drink,Sale,-0.84,
01/04/2022,01/06/2022,A DOGS HIDE A WAY LLC,Personal,Sale,-30.00,
01/06/2022,01/06/2022,UBER   EATS,Food & Drink,Sale,-8.88,
01/03/2022,01/04/2022,Peacock 2C7E3 Premium,Bills & Utilities,Sale,-4.99,
01/03/2022,01/04/2022,Payment Thank You-Mobile,,Payment,382.22,
01/03/2022,01/04/2022,FRED MEYER 0482,Groceries,Sale,-35.65,
01/01/2022,01/03/2022,PAPA JOHN'S #2457,Food & Drink,Sale,-26.74,
01/03/2022,01/03/2022,CHIPOTLE ONLINE,Food & Drink,Sale,-25.30,
01/01/2022,01/02/2022,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-149.00,
12/31/2021,01/02/2022,COSTCO WHSE #0009,Shopping,Sale,-233.22,
01/01/2022,01/02/2022,Payment Thank You-Mobile,,Payment,367.65,
