Date,Month,Year,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
6/15/2023,6,2023,SWEET BUZZ BEAN & BISTRO,SWEET BUZZ BEAN & BISTRO,8.16,debit,Restaurants,Southwest Credit Card,,
6/15/2023,6,2023,AMZN Mktp US*W73V89AC3,AMZN Mktp US*W73V89AC3,33.92,debit,Shopping,Southwest Credit Card,,
6/14/2023,6,2023,SUNSET PEDIATRICS,SUNSET PEDIATRICS,223.89,debit,Doctor,Southwest Credit Card,,
6/14/2023,6,2023,WAYFAIR*Wayfair,WAYFAIR*Wayfair,86.91,debit,Furnishings,Southwest Credit Card,,
6/14/2023,6,2023,MLB.TV,MLB.TV,24.99,debit,Entertainment,Southwest Credit Card,,
6/14/2023,6,2023,CLEENG,CLEENG,9.95,debit,Restaurants,Southwest Credit Card,,
6/13/2023,6,2023,Amazon.com*W236M6M83,Amazon.com*W236M6M83,6.77,debit,Shopping,Southwest Credit Card,,
6/13/2023,6,2023,SPEEDWAY 02906 1700 LINCO,SPEEDWAY 02906 1700 LINCO,45.19,debit,Gas & Fuel,Southwest Credit Card,,
6/12/2023,6,2023,Prime Video,Prime Video,8.99,debit,Movies & DVDs,Southwest Credit Card,,
6/12/2023,6,2023,TARGET        00012195,TARGET        00012195,7.88,debit,Shopping,Southwest Credit Card,,
6/12/2023,6,2023,IDLEWILD,IDLEWILD,30.69,debit,Amusement,Southwest Credit Card,,
6/12/2023,6,2023,VICTORIAS SECRET AND C,VICTORIAS SECRET AND C,45.96,debit,Clothing,Southwest Credit Card,,
6/12/2023,6,2023,Amazon.com*Q92PS9VL3,Amazon.com*Q92PS9VL3,22.5,debit,Shopping,Southwest Credit Card,,
6/12/2023,6,2023,GET GO #3060,GET GO #3060,53.29,debit,Gas & Fuel,Southwest Credit Card,,
6/11/2023,6,2023,MOE'S SOUTHWEST GRILL,MOE'S SOUTHWEST GRILL,17.78,debit,Restaurants,Southwest Credit Card,,
6/11/2023,6,2023,MYCHART OHSU,MYCHART OHSU,158.77,debit,Doctor,Southwest Credit Card,,
6/11/2023,6,2023,Microsoft G023955172,Microsoft G023955172,20.94,debit,Electronics & Software,Southwest Credit Card,,
6/11/2023,6,2023,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,Southwest Credit Card,,
6/9/2023,6,2023,APPLE.COM/BILL,APPLE.COM/BILL,7.99,debit,Electronics & Software,Southwest Credit Card,,
6/9/2023,6,2023,SWEET BUZZ BEAN & BISTRO,SWEET BUZZ BEAN & BISTRO,8.16,debit,Restaurants,Southwest Credit Card,,
6/7/2023,6,2023,Peacock EAE7C Premium,Peacock EAE7C Premium,4.99,debit,Entertainment,Southwest Credit Card,,
6/7/2023,6,2023,SWEET BUZZ BEAN & BISTRO,SWEET BUZZ BEAN & BISTRO,8.16,debit,Restaurants,Southwest Credit Card,,
6/6/2023,6,2023,THE FAMILY CLOTHESLINE,THE FAMILY CLOTHESLINE,123.97,debit,Clothing,Southwest Credit Card,,
6/6/2023,6,2023,HYATT PLACE STATE COLLEGE,HYATT PLACE STATE COLLEGE,25.44,credit,Hotel,Southwest Credit Card,,
6/6/2023,6,2023,HYATT PLACE STATE COLLEGE,HYATT PLACE STATE COLLEGE,604.96,debit,Hotel,Southwest Credit Card,,
6/6/2023,6,2023,PSU UNIVERSITY PARKING,PSU UNIVERSITY PARKING,1,debit,Parking,Southwest Credit Card,,
6/6/2023,6,2023,SHEETZ 0033   00000331,SHEETZ 0033   00000331,46.87,debit,Gas & Fuel,Southwest Credit Card,,
6/6/2023,6,2023,AMZN Mktp US*OM9IQ6CZ3,AMZN Mktp US*OM9IQ6CZ3,19.07,debit,Shopping,Southwest Credit Card,,
6/5/2023,6,2023,BRGR,BRGR,33.89,debit,Restaurants,Southwest Credit Card,,
6/5/2023,6,2023,BOROUGH OF STATE COLLE,BOROUGH OF STATE COLLE,11,debit,Restaurants,Southwest Credit Card,,
6/5/2023,6,2023,TARGET        00032342,TARGET        00032342,11.89,debit,Shopping,Southwest Credit Card,,
6/5/2023,6,2023,TST* Happy Valley Brewing,TST* Happy Valley Brewing,63.18,debit,Alcohol & Bars,Southwest Credit Card,,
6/5/2023,6,2023,Amazon.com*7G4V01LR3,Amazon.com*7G4V01LR3,16.27,debit,Shopping,Southwest Credit Card,,
6/5/2023,6,2023,TARGET        00012195,TARGET        00012195,39.52,debit,Shopping,Southwest Credit Card,,
6/5/2023,6,2023,AMZN Mktp US*KO8E11GY3,AMZN Mktp US*KO8E11GY3,19.07,debit,Shopping,Southwest Credit Card,,
6/5/2023,6,2023,CENTRE REGION COG,CENTRE REGION COG,12,debit,Restaurants,Southwest Credit Card,,
6/5/2023,6,2023,PSU CREAMERY,PSU CREAMERY,12.46,debit,Restaurants,Southwest Credit Card,,
6/5/2023,6,2023,RITE AID 10970,RITE AID 10970,10,debit,Pharmacy,Southwest Credit Card,,
6/5/2023,6,2023,SQ *IRVING'S,SQ *IRVING'S,39.26,debit,Gas & Fuel,Southwest Credit Card,,
6/5/2023,6,2023,RAISING CANES 0732,RAISING CANES 0732,26.01,debit,Fast Food,Southwest Credit Card,,
6/5/2023,6,2023,CENTRE REGION COG,CENTRE REGION COG,5,debit,Parking,Southwest Credit Card,,
6/5/2023,6,2023,PSU CREAMERY,PSU CREAMERY,18,debit,Restaurants,Southwest Credit Card,,
6/5/2023,6,2023,CHAMPS DOWNTOWN,CHAMPS DOWNTOWN,41.35,debit,Sporting Goods,Southwest Credit Card,,
6/4/2023,6,2023,TARGET        00032342,TARGET        00032342,17.74,debit,Shopping,Southwest Credit Card,,
6/4/2023,6,2023,SQ *ELIXR STATE COLLEGE,SQ *ELIXR STATE COLLEGE,17.68,debit,Coffee Shops,Southwest Credit Card,,
6/4/2023,6,2023,SQ *MCLANAHAN'S DOWNTOWN,SQ *MCLANAHAN'S DOWNTOWN,19.98,debit,Restaurants,Southwest Credit Card,,
6/4/2023,6,2023,Amazon.com*3M6C091E3,Amazon.com*3M6C091E3,12.71,debit,Shopping,Southwest Credit Card,,
6/4/2023,6,2023,SQ *MCLANAHAN'S DOWNTOWN,SQ *MCLANAHAN'S DOWNTOWN,28.98,debit,Restaurants,Southwest Credit Card,,
6/4/2023,6,2023,THE FAMILY CLOTHESLINE,THE FAMILY CLOTHESLINE,27.28,debit,Clothing,Southwest Credit Card,,
6/4/2023,6,2023,BOROUGH OF STATE COLLE,BOROUGH OF STATE COLLE,10.25,debit,Restaurants,Southwest Credit Card,,
6/4/2023,6,2023,TARGET        00032342,TARGET        00032342,3.17,debit,Shopping,Southwest Credit Card,,
6/4/2023,6,2023,TARGET        00032342,TARGET        00032342,15.44,debit,Shopping,Southwest Credit Card,,
6/4/2023,6,2023,AMZN Mktp US*0B7BO6IL3,AMZN Mktp US*0B7BO6IL3,12.66,debit,Shopping,Southwest Credit Card,,
6/4/2023,6,2023,STARBUCKS 800-782-7282,STARBUCKS 800-782-7282,25,debit,Coffee Shops,Southwest Credit Card,,
6/4/2023,6,2023,SHEETZ 0204   00002048,SHEETZ 0204   00002048,27.28,debit,Gas & Fuel,Southwest Credit Card,,
6/4/2023,6,2023,BOROUGH OF STATE COLLE,BOROUGH OF STATE COLLE,2,debit,Restaurants,Southwest Credit Card,,
6/4/2023,6,2023,SHEETZ 0204   00002048,SHEETZ 0204   00002048,9.75,debit,Gas & Fuel,Southwest Credit Card,,
6/4/2023,6,2023,CHIPOTLE 1329,CHIPOTLE 1329,16.28,debit,Fast Food,Southwest Credit Card,,
6/4/2023,6,2023,AMZN Mktp US*T33FP61M3,AMZN Mktp US*T33FP61M3,36.24,debit,Shopping,Southwest Credit Card,,
6/2/2023,6,2023,THE ATHLETIC,THE ATHLETIC,7.99,debit,Gym,Southwest Credit Card,,
6/2/2023,6,2023,IN *RENT THE CHICKEN,IN *RENT THE CHICKEN,12.6,debit,Restaurants,Southwest Credit Card,,
6/2/2023,6,2023,SWEET BUZZ BEAN & BISTRO,SWEET BUZZ BEAN & BISTRO,3.97,debit,Restaurants,Southwest Credit Card,,
6/2/2023,6,2023,SQ *MURRYSVILLE,SQ *MURRYSVILLE,21.33,debit,Coffee Shops,Southwest Credit Card,,
6/2/2023,6,2023,CKO*Patreon* Membership,CKO*Patreon* Membership,5.28,debit,Gym,Southwest Credit Card,,
6/2/2023,6,2023,Completely Booked,Completely Booked,16.43,debit,Restaurants,Southwest Credit Card,,
6/2/2023,6,2023,EXPRESS.COM,EXPRESS.COM,80,debit,Clothing,Southwest Credit Card,,
6/2/2023,6,2023,PORTLAND GENERAL ELECTRIC,PORTLAND GENERAL ELECTRIC,67.47,debit,Utilities,Southwest Credit Card,,
6/1/2023,6,2023,SHEETZ 0582   00005827,SHEETZ 0582   00005827,3.78,debit,Gas & Fuel,Southwest Credit Card,,
6/1/2023,6,2023,Amazon.com*LN99X8RK3,Amazon.com*LN99X8RK3,19.07,debit,Shopping,Southwest Credit Card,,
6/1/2023,6,2023,AMZN Mktp US*MU7KB5MI3,AMZN Mktp US*MU7KB5MI3,12.65,debit,Shopping,Southwest Credit Card,,
6/1/2023,6,2023,Amazon.com*9L0O671G3,Amazon.com*9L0O671G3,19.49,debit,Shopping,Southwest Credit Card,,
6/1/2023,6,2023,AT&T,ATT*BILL PAYMENT,193.24,debit,Mobile Phone,Southwest Credit Card,,
6/1/2023,6,2023,WWW COSTCO COM,WWW COSTCO COM,36.71,debit,Shopping,Southwest Credit Card,,
6/1/2023,6,2023,AMZN Mktp US*RN99B2N73,AMZN Mktp US*RN99B2N73,10.01,debit,Shopping,Southwest Credit Card,,
6/1/2023,6,2023,SHEETZ 0582   00005827,SHEETZ 0582   00005827,45.1,debit,Gas & Fuel,Southwest Credit Card,,
5/31/2023,5,2023,BCY*COMPCYCLIST.COM,BCY*COMPCYCLIST.COM,73.93,debit,Sports,Southwest Credit Card,,
5/31/2023,5,2023,VERIZON WRLS 73127-01,VERIZON WRLS 73127-01,408.68,debit,Mobile Phone,Southwest Credit Card,,
5/31/2023,5,2023,ULTA.COM,ULTA.COM,84.8,debit,Personal Care,Southwest Credit Card,,
5/31/2023,5,2023,WWW COSTCO COM,WWW COSTCO COM,44.99,debit,Shopping,Southwest Credit Card,,
5/31/2023,5,2023,RALLY HOUSE PA - WATERFRO,RALLY HOUSE PA - WATERFRO,46.33,debit,Groceries,Southwest Credit Card,,
5/31/2023,5,2023,WWW COSTCO COM,WWW COSTCO COM,21.99,debit,Shopping,Southwest Credit Card,,
5/31/2023,5,2023,SHEETZ 0327   00003277,SHEETZ 0327   00003277,48.55,debit,Gas & Fuel,Southwest Credit Card,,
5/31/2023,5,2023,AMZN Mktp US*QF4BJ6HN3,AMZN Mktp US*QF4BJ6HN3,13.94,debit,Shopping,Southwest Credit Card,,
5/31/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,1.99,debit,Electronics & Software,Southwest Credit Card,,
5/31/2023,5,2023,LOWES #01660*,LOWES #01660*,5.65,debit,Home Improvement,Southwest Credit Card,,
5/31/2023,5,2023,SHEETZ 0327   00003277,SHEETZ 0327   00003277,25.99,debit,Gas & Fuel,Southwest Credit Card,,
5/31/2023,5,2023,AMZN Mktp US*3M5SY1BA3,AMZN Mktp US*3M5SY1BA3,12.69,debit,Shopping,Southwest Credit Card,,
5/31/2023,5,2023,SWEET BUZZ BEAN & BISTRO,SWEET BUZZ BEAN & BISTRO,8.16,debit,Restaurants,Southwest Credit Card,,
5/31/2023,5,2023,PIT PARKING/LAZ-2,PIT PARKING/LAZ-2,48,debit,Parking,Southwest Credit Card,,
5/31/2023,5,2023,TST* Big Rigs BBQ,TST* Big Rigs BBQ,51.28,debit,Restaurants,Southwest Credit Card,,
5/30/2023,5,2023,TARGET        00012534,TARGET        00012534,17.12,debit,Shopping,Southwest Credit Card,,
5/30/2023,5,2023,IDLEWILD,IDLEWILD,8.46,debit,Amusement,Southwest Credit Card,,
5/30/2023,5,2023,PANERA BREAD #202308,PANERA BREAD #202308,40.37,debit,Fast Food,Southwest Credit Card,,
5/30/2023,5,2023,GIANT-EAGLE #6379,GIANT-EAGLE #6379,111.71,debit,Groceries,Southwest Credit Card,,
5/30/2023,5,2023,IDLEWILD,IDLEWILD,6.08,debit,Amusement,Southwest Credit Card,,
5/30/2023,5,2023,IDLEWILD,IDLEWILD,10.96,debit,Amusement,Southwest Credit Card,,
5/30/2023,5,2023,IDLEWILD,IDLEWILD,25.32,debit,Amusement,Southwest Credit Card,,
5/30/2023,5,2023,TARGET        00012534,TARGET        00012534,33.96,debit,Shopping,Southwest Credit Card,,
5/29/2023,5,2023,GIANT-EAGLE #0009,GIANT-EAGLE #0009,28.48,debit,Groceries,Southwest Credit Card,,
5/29/2023,5,2023,AMZN Mktp US*X77BY07I3,AMZN Mktp US*X77BY07I3,118.71,debit,Shopping,Southwest Credit Card,,
5/29/2023,5,2023,HB LEISURE,HB LEISURE,10,debit,Restaurants,Southwest Credit Card,,
5/29/2023,5,2023,GIANT-EAGLE #0009,GIANT-EAGLE #0009,77.05,debit,Groceries,Southwest Credit Card,,
5/28/2023,5,2023,DINING,DINING,3.4,debit,Restaurants,Southwest Credit Card,,
5/28/2023,5,2023,AMZN Mktp US*N46EO14N3,AMZN Mktp US*N46EO14N3,15.99,debit,Shopping,Southwest Credit Card,,
5/28/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,19.99,debit,Electronics & Software,Southwest Credit Card,,
5/28/2023,5,2023,DINING,DINING,3.5,debit,Restaurants,Southwest Credit Card,,
5/28/2023,5,2023,SLICE*PTSPIZZAPALACE,SLICE*PTSPIZZAPALACE,34.07,debit,Restaurants,Southwest Credit Card,,
5/28/2023,5,2023,Amazon.com*8O8N29XH3,Amazon.com*8O8N29XH3,10.59,debit,Shopping,Southwest Credit Card,,
5/26/2023,5,2023,HIGHMARK STADIUM,HIGHMARK STADIUM,22.86,debit,Alcohol & Bars,Southwest Credit Card,,
5/26/2023,5,2023,HIGHMARK STADIUM,HIGHMARK STADIUM,5.13,debit,Alcohol & Bars,Southwest Credit Card,,
5/26/2023,5,2023,HIGHMARK STADIUM,HIGHMARK STADIUM,43.03,debit,Alcohol & Bars,Southwest Credit Card,,
5/26/2023,5,2023,HIGHMARK STADIUM,HIGHMARK STADIUM,49.66,debit,Alcohol & Bars,Southwest Credit Card,,
5/26/2023,5,2023,HIGHMARK STADIUM,HIGHMARK STADIUM,8.97,debit,Alcohol & Bars,Southwest Credit Card,,
5/25/2023,5,2023,AMOCO#1009700LEVEL GREEN,AMOCO#1009700LEVEL GREEN,54,debit,Gas & Fuel,Southwest Credit Card,,
5/25/2023,5,2023,SP PITTSBURGH RIVERH,SP PITTSBURGH RIVERH,13.91,debit,Restaurants,Southwest Credit Card,,
5/25/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,4.99,debit,Electronics & Software,Southwest Credit Card,,
5/25/2023,5,2023,DINING,DINING,3.7,debit,Restaurants,Southwest Credit Card,,
5/24/2023,5,2023,TARGET        00012195,TARGET        00012195,93.58,debit,Shopping,Southwest Credit Card,,
5/24/2023,5,2023,GOOGLE *YouTube TV,GOOGLE *YouTube TV,77.37,debit,Television,Southwest Credit Card,,
5/24/2023,5,2023,AMZN Mktp US*HT24A3YJ3,AMZN Mktp US*HT24A3YJ3,36.56,debit,Shopping,Southwest Credit Card,,
5/24/2023,5,2023,MOE'S SOUTHWEST GRILL,MOE'S SOUTHWEST GRILL,34.94,debit,Restaurants,Southwest Credit Card,,
5/24/2023,5,2023,CHEGG  ORDER,CHEGG  ORDER,19.95,debit,Books & Supplies,Southwest Credit Card,,
5/23/2023,5,2023,STARBUCKS STORE 19193,STARBUCKS STORE 19193,28.19,debit,Coffee Shops,Southwest Credit Card,,
5/23/2023,5,2023,DINING,DINING,7.8,debit,Restaurants,Southwest Credit Card,,
5/23/2023,5,2023,Amazon.com*NV6Y18H73,Amazon.com*NV6Y18H73,16.47,debit,Shopping,Southwest Credit Card,,
5/22/2023,5,2023,KERBER'S DAIRY,KERBER'S DAIRY,13.93,debit,Groceries,Southwest Credit Card,,
5/22/2023,5,2023,AMK PNC PARK CONCES,AMK PNC PARK CONCES,26,debit,Alcohol & Bars,Southwest Credit Card,,
5/22/2023,5,2023,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,66.32,debit,Pets,Southwest Credit Card,,
5/22/2023,5,2023,GIANT-EAGLE #32,GIANT-EAGLE #32,52.99,debit,Groceries,Southwest Credit Card,,
5/22/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,35.99,debit,Electronics & Software,Southwest Credit Card,,
5/22/2023,5,2023,AMK PNC PARK CONCES,AMK PNC PARK CONCES,8.93,debit,Alcohol & Bars,Southwest Credit Card,,
5/22/2023,5,2023,GIANT-EAGLE #32,GIANT-EAGLE #32,236.97,debit,Groceries,Southwest Credit Card,,
5/21/2023,5,2023,DFWTEXASMONTHLYST2523,DFWTEXASMONTHLYST2523,13,debit,Restaurants,Southwest Credit Card,,
5/21/2023,5,2023,Amazon.com*YR44B8GU3,Amazon.com*YR44B8GU3,25,debit,Shopping,Southwest Credit Card,,
5/21/2023,5,2023,TOWNEPLACE SUITES,TOWNEPLACE SUITES,254.88,debit,Hotel,Southwest Credit Card,,
5/21/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,7.99,debit,Electronics & Software,Southwest Credit Card,,
5/21/2023,5,2023,Amazon.com*ED4R777H3,Amazon.com*ED4R777H3,13.21,debit,Shopping,Southwest Credit Card,,
5/21/2023,5,2023,Amazon.com*XY87N8VU3,Amazon.com*XY87N8VU3,15.3,debit,Shopping,Southwest Credit Card,,
5/19/2023,5,2023,Viasat In-Flight Wi-Fi,Viasat In-Flight Wi-Fi,9,debit,Internet,Southwest Credit Card,,
5/19/2023,5,2023,SPRINGFIELD BRANCH,SPRINGFIELD BRANCH,4,debit,Restaurants,Southwest Credit Card,,
5/19/2023,5,2023,TST* Pasquales Pizzeria,TST* Pasquales Pizzeria,8.95,debit,Restaurants,Southwest Credit Card,,
5/19/2023,5,2023,SQ *WOOD STOKED BBQ,SQ *WOOD STOKED BBQ,16.05,debit,Restaurants,Southwest Credit Card,,
5/17/2023,5,2023,LYFT   RIDE TUE 8PM,LYFT   RIDE TUE 8PM,36,debit,Ride Share,Southwest Credit Card,,
5/17/2023,5,2023,STARBUCKS STORE 65871,STARBUCKS STORE 65871,5.16,debit,Coffee Shops,Southwest Credit Card,,
5/17/2023,5,2023,CMSVEND*CV CHICAGO CENTRA,CMSVEND*CV CHICAGO CENTRA,4.5,debit,Fast Food,Southwest Credit Card,,
5/17/2023,5,2023,STARBUCKS 800-782-7282,STARBUCKS 800-782-7282,25,debit,Coffee Shops,Southwest Credit Card,,
5/17/2023,5,2023,CMSVEND*CV CHICAGO CENTRA,CMSVEND*CV CHICAGO CENTRA,5,debit,Fast Food,Southwest Credit Card,,
5/17/2023,5,2023,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,11.99,debit,Television,Southwest Credit Card,,
5/17/2023,5,2023,MISSION BBQ ROBINSON,MISSION BBQ ROBINSON,14.27,debit,Restaurants,Southwest Credit Card,,
5/17/2023,5,2023,WALGREENS #7743,WALGREENS #7743,11.12,debit,Pharmacy,Southwest Credit Card,,
5/17/2023,5,2023,MOE'S SOUTHWEST GRILL,MOE'S SOUTHWEST GRILL,32.75,debit,Restaurants,Southwest Credit Card,,
5/16/2023,5,2023,AMOCO#2011369HARRISON CI,AMOCO#2011369HARRISON CI,50,debit,Gas & Fuel,Southwest Credit Card,,
5/16/2023,5,2023,DINING,DINING,6.88,debit,Restaurants,Southwest Credit Card,,
5/16/2023,5,2023,TARGET        00012195,TARGET        00012195,5.34,debit,Shopping,Southwest Credit Card,,
5/15/2023,5,2023,SHEETZ 0204   00002048,SHEETZ 0204   00002048,45,debit,Gas & Fuel,Southwest Credit Card,,
5/15/2023,5,2023,NBC SPORTS ARENA,NBC SPORTS ARENA,30.9,debit,Alcohol & Bars,Southwest Credit Card,,
5/15/2023,5,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,12.28,debit,Fast Food,Southwest Credit Card,,
5/15/2023,5,2023,KOHL'S #0289,KOHL'S #0289,37.49,debit,Clothing,Southwest Credit Card,,
5/15/2023,5,2023,GET GO #3060,GET GO #3060,36.3,debit,Gas & Fuel,Southwest Credit Card,,
5/15/2023,5,2023,GIANT-EAGLE #0060,GIANT-EAGLE #0060,81.96,debit,Groceries,Southwest Credit Card,,
5/15/2023,5,2023,SHEETZ 0194   00001941,SHEETZ 0194   00001941,21.8,debit,Gas & Fuel,Southwest Credit Card,,
5/15/2023,5,2023,AMZN Mktp US*PU6ZE8BJ3,AMZN Mktp US*PU6ZE8BJ3,20.21,debit,Shopping,Southwest Credit Card,,
5/15/2023,5,2023,PARK AMERICA INC,PARK AMERICA INC,41.4,debit,Parking,Southwest Credit Card,,
5/15/2023,5,2023,NBC SPORTS ARENA,NBC SPORTS ARENA,39.9,debit,Alcohol & Bars,Southwest Credit Card,,
5/15/2023,5,2023,SHEETZ 0204   00002048,SHEETZ 0204   00002048,18.11,debit,Gas & Fuel,Southwest Credit Card,,
5/15/2023,5,2023,BECK`S CAJUN CAFE (NORTH,BECK`S CAJUN CAFE (NORTH,27.1,debit,Restaurants,Southwest Credit Card,,
5/15/2023,5,2023,OAKMONT BAKERY,OAKMONT BAKERY,24.08,debit,Restaurants,Southwest Credit Card,,
5/15/2023,5,2023,MARRIOTT PHILAD DTOWN,MARRIOTT PHILAD DTOWN,592.31,debit,Hotel,Southwest Credit Card,,
5/15/2023,5,2023,SHEETZ 0194   00001941,SHEETZ 0194   00001941,3.49,debit,Gas & Fuel,Southwest Credit Card,,
5/14/2023,5,2023,UNI-MART #304,UNI-MART #304,44.17,debit,Shopping,Southwest Credit Card,,
5/14/2023,5,2023,DOM'S PIZZERIA,DOM'S PIZZERIA,31.18,debit,Restaurants,Southwest Credit Card,,
5/14/2023,5,2023,SQ *AEGIS COFFEE ROASTERS,SQ *AEGIS COFFEE ROASTERS,4.91,debit,Coffee Shops,Southwest Credit Card,,
5/14/2023,5,2023,STARBUCKS 17198 4200208,STARBUCKS 17198 4200208,5.51,debit,Coffee Shops,Southwest Credit Card,,
5/14/2023,5,2023,CLEENG,CLEENG,9.95,debit,Restaurants,Southwest Credit Card,,
5/14/2023,5,2023,SP TAYLOR SWIFT SHOP,SP TAYLOR SWIFT SHOP,44.52,debit,Clothing,Southwest Credit Card,,
5/14/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,10.99,debit,Electronics & Software,Southwest Credit Card,,
5/14/2023,5,2023,AMZN Mktp US*MK9L51EO3,AMZN Mktp US*MK9L51EO3,19.99,debit,Shopping,Southwest Credit Card,,
5/14/2023,5,2023,MLB.TV,MLB.TV,24.99,debit,Entertainment,Southwest Credit Card,,
5/14/2023,5,2023,EL VEZ,EL VEZ,137.46,debit,Restaurants,Southwest Credit Card,,
5/14/2023,5,2023,SWEET BUZZ BEAN & BISTRO,SWEET BUZZ BEAN & BISTRO,8.96,debit,Restaurants,Southwest Credit Card,,
5/14/2023,5,2023,UNI-MART #304,UNI-MART #304,6.04,debit,Shopping,Southwest Credit Card,,
5/14/2023,5,2023,ARAMARK LINCOLN FINANCIAL,ARAMARK LINCOLN FINANCIAL,54.45,debit,Food & Dining,Southwest Credit Card,,
5/12/2023,5,2023,Microsoft G023140570,Microsoft G023140570,28.67,debit,Electronics & Software,Southwest Credit Card,,
5/12/2023,5,2023,SPEEDWAY 02906 1700 LINCO,SPEEDWAY 02906 1700 LINCO,48.26,debit,Gas & Fuel,Southwest Credit Card,,
5/12/2023,5,2023,Prime Video*R39K593F3,Prime Video*R39K593F3,8.99,debit,Movies & DVDs,Southwest Credit Card,,
5/12/2023,5,2023,AMZN Mktp US*YU0NQ9YN3,AMZN Mktp US*YU0NQ9YN3,13.35,debit,Shopping,Southwest Credit Card,,
5/11/2023,5,2023,Amazon.com*EY1YG5VE3,Amazon.com*EY1YG5VE3,307.39,debit,Shopping,Southwest Credit Card,,
5/11/2023,5,2023,AMZN Mktp US*UD3MX8NZ3,AMZN Mktp US*UD3MX8NZ3,38.11,debit,Shopping,Southwest Credit Card,,
5/11/2023,5,2023,AMZN Mktp US*WK6BC5OT3,AMZN Mktp US*WK6BC5OT3,36.04,debit,Shopping,Southwest Credit Card,,
5/11/2023,5,2023,AMZN Mktp US*KA3N20QK3,AMZN Mktp US*KA3N20QK3,17.95,debit,Shopping,Southwest Credit Card,,
5/11/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,Southwest Credit Card,,
5/11/2023,5,2023,AMZN Mktp US*EN2OP0C33,AMZN Mktp US*EN2OP0C33,27.51,debit,Shopping,Southwest Credit Card,,
5/11/2023,5,2023,A & S BEECHWOOD CORP,A & S BEECHWOOD CORP,101.76,debit,Restaurants,Southwest Credit Card,,
5/11/2023,5,2023,MOE'S 3428,MOE'S 3428,31.09,debit,Fast Food,Southwest Credit Card,,
5/11/2023,5,2023,AMZN Mktp US*2N50Z1YZ3,AMZN Mktp US*2N50Z1YZ3,18.01,debit,Shopping,Southwest Credit Card,,
5/11/2023,5,2023,Amazon.com*Q63BG07Y3,Amazon.com*Q63BG07Y3,18.9,debit,Shopping,Southwest Credit Card,,
5/10/2023,5,2023,SP LITTLE SLEEPIES,SP LITTLE SLEEPIES,32,debit,Clothing,Southwest Credit Card,,
5/10/2023,5,2023,GIANT-EAGLE #32,GIANT-EAGLE #32,162.54,debit,Groceries,Southwest Credit Card,,
5/10/2023,5,2023,FOSSIL.COM PAY,FOSSIL.COM PAY,100.7,credit,Clothing,Southwest Credit Card,,
5/10/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,2.99,debit,Electronics & Software,Southwest Credit Card,,
5/10/2023,5,2023,SQ *LAS CHICAS,SQ *LAS CHICAS,13.2,debit,Restaurants,Southwest Credit Card,,
5/10/2023,5,2023,AMZN Mktp US*QG15O19U3,AMZN Mktp US*QG15O19U3,27.99,debit,Shopping,Southwest Credit Card,,
5/9/2023,5,2023,Amazon.com*2366Y1SF3,Amazon.com*2366Y1SF3,10.59,debit,Shopping,Southwest Credit Card,,
5/9/2023,5,2023,AMZN Mktp US*8K6DA7MV3,AMZN Mktp US*8K6DA7MV3,8.05,debit,Shopping,Southwest Credit Card,,
5/9/2023,5,2023,STARBUCKS STORE 65871,STARBUCKS STORE 65871,23.14,debit,Coffee Shops,Southwest Credit Card,,
5/9/2023,5,2023,Amazon.com*PG0P81RX3,Amazon.com*PG0P81RX3,23.64,debit,Shopping,Southwest Credit Card,,
5/9/2023,5,2023,SQ *THE MEADOWS FROZEN CU,SQ *THE MEADOWS FROZEN CU,19.37,debit,Restaurants,Southwest Credit Card,,
5/8/2023,5,2023,APPLE.COM/BILL,APPLE.COM/BILL,15.99,debit,Electronics & Software,Southwest Credit Card,,
5/8/2023,5,2023,TST* MCFADDEN'S PITTSBURG,TST* MCFADDEN'S PITTSBURG,15.84,debit,Alcohol & Bars,Southwest Credit Card,,
5/8/2023,5,2023,AMZN Mktp US*VN0IV3C83,AMZN Mktp US*VN0IV3C83,27.99,debit,Shopping,Southwest Credit Card,,
5/8/2023,5,2023,LYFT   *RIDE SAT 10PM,LYFT   *RIDE SAT 10PM,30,debit,Ride Share,Southwest Credit Card,,
5/8/2023,5,2023,TST* BIGHAM TAVERN,TST* BIGHAM TAVERN,52.12,debit,Restaurants,Southwest Credit Card,,
5/8/2023,5,2023,TST* Walters - 4501 Butle,TST* Walters - 4501 Butle,12.51,debit,Restaurants,Southwest Credit Card,,
